author;updated_at;like_count;text;video_id;public;label
@JJ21784;2025-03-01T20:53:36Z;0;Orang cerdas org yg mampu menjelaskan sesuatu dg sederhana ❤;02_WTfYvQiE;True;0.0
@ruangedukasi880;2025-03-01T20:40:36Z;0;Takutnya papa Dana Selingkuh 😅😅;02_WTfYvQiE;True;0.0
@Perangkat_Lunak;2025-03-01T19:21:40Z;0;Pertanyaanya ... Uwang yg dikirim ke ayah baru itu mau dikelola gimana??;02_WTfYvQiE;True;0.0
@DebieTrihartono;2025-03-01T19:21:09Z;0;kayaknya Indonesia dan dunia butuh aturan agency baru :v jangan sampai sembarangan orang bisa punya hak akses sampai lv menteri, pejabat tinggi negara, komisaris dan dirut. Indonesia butuh meningkatkan standar mutu dan keamanannya terutama secara bit digital. Thanks.;02_WTfYvQiE;True;0.0
@prancgameing7603;2025-03-01T17:18:34Z;0;memang lagi gila ini 𝖩𝖯𝖳𝖮𝖦𝖤𝖫77 member baru di kasi JP besar trus;02_WTfYvQiE;True;3.0
@sunilsahare7779;2025-03-01T16:46:14Z;0;makasihh bangeett serupa temeenkuu udah kasih rekomend web 𝖩𝖯𝖳𝖮𝖦𝖤𝖫77 kalau ga saya akan rungkad lalu di web sebela;02_WTfYvQiE;True;3.0
@pariswjs6017;2025-03-01T16:06:57Z;0;Dongeng nya keren banget bang;02_WTfYvQiE;True;2.0
@namirakeysa-x3e;2025-03-01T14:02:15Z;0;makasi bangg jadi paham 🙌;02_WTfYvQiE;True;2.0
@Blackpetroleum05;2025-03-01T13:13:21Z;0;keren akhirnya ada yg lo setujuin dr prabowo mantap bang;02_WTfYvQiE;True;1.0
@lilisadili7704;2025-03-01T13:00:25Z;0;Lu punya fikiran sesuai bacaan buku dan perkiraan saja bung, tentu beda dengan orang yg sudah lama di lapangan . Simple saja dari saya. 🤭;02_WTfYvQiE;True;2.0
@farhanalhadar7815;2025-03-01T11:58:33Z;0;Sergio ini sudah waktunya;02_WTfYvQiE;True;0.0
@michaelhamonangan6945;2025-03-01T11:53:44Z;0;Kamu siapa;02_WTfYvQiE;True;0.0
@doublef19;2025-03-01T11:17:06Z;0;please seringin pakai bahasa bayi gini, biar kalau ada issue terkini, kita bisa jelasin ke banyak orang dengan bahasa yang mudah di pahami juga.;02_WTfYvQiE;True;0.0
@fixfahm5857;2025-03-01T10:47:27Z;0;Ternyata beliau memang janda yang diperebutkan;02_WTfYvQiE;True;0.0
@alteregome999;2025-03-01T10:46:39Z;0;Intinya mah biar dana bisa dipake lanjut ikn dulu kan?;02_WTfYvQiE;True;0.0
@BANGLIMS;2025-03-01T10:31:46Z;1;Kok gue feel not good ya 😳😅;02_WTfYvQiE;True;0.0
@penindakanbbpombjm;2025-03-01T10:05:26Z;0;INVESTASI BODONG;02_WTfYvQiE;True;0.0
@VidioNyantuyWebsite;2025-03-01T09:57:30Z;0;Thanks you bg gua ngerti apa pun yang terjadi semoga berhasil itu yg nmanya danantara!!!;02_WTfYvQiE;True;0.0
@AlbiAg-ue6pq;2025-03-01T09:46:03Z;0;kenapa janda bang fer ? kenapa gak duda aja ?;02_WTfYvQiE;True;0.0
@yopibram;2025-03-01T09:41:03Z;0;Kita smua dah tau endingnya kan;02_WTfYvQiE;True;0.0
@HennyHamid-n2z;2025-03-01T09:12:12Z;0;Analogi yang sangat simpel n mudah dimengerti. Good job bang 😊😊;02_WTfYvQiE;True;0.0
@andikamuhammad2439;2025-03-01T08:28:36Z;0;ternyata sidana sekumpulan orang” terkorup di indo dan dunia, wah bener” terwujud ini kata” pak wowo indonesia 2030 indonesis emas;02_WTfYvQiE;True;0.0
@tebatussassula8440;2025-03-01T07:41:58Z;0;Ngumpulin modal buat 2029;02_WTfYvQiE;True;0.0
@tarisasririzki7797;2025-03-01T07:41:56Z;0;Suaminya VOC bang;02_WTfYvQiE;True;0.0
@sunfx1012;2025-03-01T07:25:46Z;0;Bentar lagi mau ke jepang. Sy usahain untuk dpt menetap. Mau kabur. Gile aje duit sebanyak itu mau di kelola, yg kecil aja di tilep. Dah lah nyerah. Isinya mantan2 koruptor, dah tau celah. Ibarat nyetir motor dah bisa lepas dua tangan sambil standing;02_WTfYvQiE;True;0.0
@randirachmad936;2025-03-01T06:28:31Z;0;ladang strategis gak tuh bwt tikus😂;02_WTfYvQiE;True;0.0
@sitijuwairiyah8762;2025-03-01T06:22:56Z;0;Jadi si papa dana itu, sebenernya siapa;02_WTfYvQiE;True;0.0
@yetrizurnita2971;2025-03-01T05:57:42Z;0;Sangat kurang dipengawasan. Jd kitanya skeptis.;02_WTfYvQiE;True;0.0
@sunasiya;2025-03-01T05:42:31Z;0;"Pemerintah nya terdiri dari manusia"" yg tdk dpt dipercaya krn maling semua";02_WTfYvQiE;True;0.0
@arara19;2025-03-01T05:08:01Z;0;Sejauh ini, penjelasan Bang Ferry yg paling mudah dicerna oleh awam. Thank you Bang, udah mengedukasi masyarakat dengan bahasa yg ringan ✨️;02_WTfYvQiE;True;0.0
@raraandini4731;2025-03-01T04:33:11Z;1;Keren banget, Bang! lanjutkannnn😶‍🌫😶‍🌫;02_WTfYvQiE;True;0.0
@sasyarifabi;2025-03-01T04:31:11Z;0;Segment yang menarik baaang please i need more content about it;02_WTfYvQiE;True;0.0
@pandameham;2025-03-01T04:10:58Z;0;Sebagai seorang yang akan keluar dari zona sekolah, bingung dan takut bagaimana caranya untuk bisa menghadapi berbagai tantangan di negara ini😢😢;02_WTfYvQiE;True;0.0
@lululukman4969;2025-03-01T03:31:47Z;1;Intro terlalu lama. Isinya berbelit2 sy tdk cocok. Zonk sy kira sampe teknis investnya seperti apa. Potendi penyelewengaannya gmna.;02_WTfYvQiE;True;0.0
@CilongokKota-z5s;2025-03-01T03:26:25Z;0;menciptakan ladang korupsi ngga sih ?  Semoga sih nggak;02_WTfYvQiE;True;0.0
@nichieflair;2025-03-01T02:57:32Z;0;kalo yang kasus-kasus korupasi kemaren pemerintah berani ngasih hukuman mati, rakyat bisa lah nggak terlalu skeptis..;02_WTfYvQiE;True;0.0
@robinnafie4375;2025-03-01T02:03:29Z;0;Harus Ahok tu orangnya 100% lancar;02_WTfYvQiE;True;2.0
@sawaltv5373;2025-03-01T01:48:01Z;0;Dana Pelunas Bunga Utang Nusantara;02_WTfYvQiE;True;0.0
@nm1429;2025-03-01T01:22:06Z;0;TERNYATA YANG GAJINYA 1 MILYAR PERBULAN MASIH MARUK NGAMBILIN UANG PERTALITE RAKYAT ....;02_WTfYvQiE;True;0.0
@mirzasyahviyar8309;2025-03-01T01:10:37Z;0;Jadi danantara itu ngambil uang nasabah gk nantinya? Takut bgt uang, deposito dan reksadanaku di bank bumn😢;02_WTfYvQiE;True;0.0
@marvinchristhie7326;2025-03-01T00:35:59Z;0;Njir basa basinya 3,5 menit😂😂;02_WTfYvQiE;True;0.0
@Sabroih;2025-03-01T00:15:01Z;0;Yg paling hangat soal pertamina pertamax pertalite perta nyaannya mampukah ibu pertiwi memberi pelajaran keanak yg bandel ini🤭;02_WTfYvQiE;True;0.0
@dionysiusbeni7174;2025-03-01T00:11:01Z;0;Banyaknya mega korupsi kayaknya skenario ke 2 😭;02_WTfYvQiE;True;0.0
@Ade_22;2025-02-28T23:26:21Z;1;3:29 dongeng ini bermula;02_WTfYvQiE;True;0.0
@baguskurniawan98;2025-02-28T22:32:22Z;0;Yang nonton vidio ini ada yang dari Lamongan? Inpo, komunitas baca buku…. ☕️;02_WTfYvQiE;True;0.0
@nizarprasetya5915;2025-02-28T21:40:46Z;0;Narasi mulu 😂, bisa aja timses Pak Anis ini narasi nya 😂;02_WTfYvQiE;True;0.0
@davinkatv9413;2025-02-28T20:28:58Z;0;"Karna sudah tidak ada investor

Di bentuk lah danantara , untuk invest di IKN ?";02_WTfYvQiE;True;0.0
@Irull123peNbk;2025-02-28T17:42:46Z;0;Ketika melihat Indonesia sedang tidak baik-baik saja selalu teringat CAK NUN, dan sampai sekarang benar-benar sedang tidak baik-baik saja. 🇮🇩;02_WTfYvQiE;True;0.0
@ubaynatara2775;2025-02-28T17:34:47Z;0;Awal kehancuran atau awal kebangkitan;02_WTfYvQiE;True;0.0
@georgebruce9313;2025-02-28T17:30:04Z;0;"Jd ingat guru salsa,di iming2in bakal di kasih mobil &dinikahin sama pacar onlinenya di suruh ngirim ""aset"" eh ujung2nya ""aset"" di sebar gratis di X lalu ngilang. Tinggalah guru salsa yg malang menangis sendirian & klarifikasi jg kehilangan pekerjaan. Itu semua krn kebodohan guru salsa,dan berkaca dr jiwasraya&asabri yg merupakan akibat dr kebodohan&ketamakan pejabat,skrg kita di paksa untuk percaya lagi bhw mereka akan mampu&berhasil dg danantara.
Mirip sales MLM ga sih yg 2,8jt bisa kebeli pajero cash smntara yg nyuruh2 itu kmn2 saja masih pke beat.";02_WTfYvQiE;True;0.0
@bonzore8231;2025-02-28T17:28:22Z;0;Percuma gk bakal di denger Ama ono😅;02_WTfYvQiE;True;0.0
@joysori;2025-02-28T17:00:12Z;0;Bismillah ya..;02_WTfYvQiE;True;0.0
@dr.luthfi3418;2025-02-28T16:56:23Z;1;Janji manfaat dari Danantara terlalu dibesar2kan seperti halnya MLM yang berusaha menarik anggota baru. Tidak ada jalan pintas dalam mencari uang dan tidak ada jalan mudah dalam mencapai kesuksesan. Janji terlalu percaya dengan janji2 muluk untuk mendapatkan keuntungan dalam waktu singkat. Danantara ini menurut saya akal2an pemerintah untuk korupsi tanpa diawasi oleh KPK.;02_WTfYvQiE;True;0.0
@mikomiko3176;2025-02-28T16:43:35Z;0;Up bang  isi Pertamax oplosan,brengsek 1937 triliunan;02_WTfYvQiE;True;0.0
@ImamYulyarman;2025-02-28T16:35:06Z;3;setuju dengan saran dari yang lain, perkuat hukum tentang korupsi dan perampasan aset, jika itu tidak dilakukan, maka akan jadi sarang koruptor;02_WTfYvQiE;True;0.0
@TaufikHidayat-db8ls;2025-02-28T15:52:44Z;1;"Ngelolah uang puluhan ribu Triliun, gak bisa di audit, gak bisa dipriksa, gak bisa diawasi & di isi oleh orang2 dekat penguasa. Cepat atau lambat DANANTARA akan menjadi prastasi baru indonesia yg mengalahkan prestasi kelas dunia lain nya, yaitu KORUPSI. 
Welcome di indonesia, negara dgn SDA kaya tp negara nya miskin,  negara yg punya leluhur hebat tp skrg rakyat nya sangaja dibikin bodoh. Dan mayoritas rakyat nya bangga dgn kebodohan itu 😊";02_WTfYvQiE;True;0.0
@syahrilanwar955;2025-02-28T15:45:18Z;1;😢 pertiwi niatnya baik, cuman belum saat nya punya bapak dana. Karena potensi korupsi tinggi 😢;02_WTfYvQiE;True;0.0
@velleity4030;2025-02-28T15:44:09Z;0;kenapa ya pas orang-orang tau kalo bumn ikut ngasih asetnya, mereka langsung panik pindahin uang mereka ke bank non-bumn? apa uangnya bakal kena dampak kalo danantaranya gagal (?);02_WTfYvQiE;True;0.0
@mira_kurniawati5690;2025-02-28T15:24:50Z;1;Skenario kedua paling masuk akal, si pertiwi bisa bangkrut bahkan jatuh miskin, ngeliat koruptor hukumannya ringan banget kuadrat;02_WTfYvQiE;True;0.0
@holanhasibuan1535;2025-02-28T14:53:25Z;0;Sudah ceritanya Om....yok..ngopi yok...;02_WTfYvQiE;True;0.0
@imammahsun3183;2025-02-28T14:42:24Z;1;Rata2 masyarakat kemungkinan sepemahaman dengan sya bahwa ini nanti ujungnya di korupsi dan lenyap.... Modalnya habis....dlll...;02_WTfYvQiE;True;0.0
@Test-oe6jf;2025-02-28T14:40:46Z;0;"FAKTA :
Hukum @RI adalah produk jual beli
🤓";02_WTfYvQiE;True;0.0
@AgusDidi-p3r;2025-02-28T14:20:07Z;0;Sangat logis analisisnya;02_WTfYvQiE;True;0.0
@kucinglucu4517;2025-02-28T13:57:50Z;1;masalahnya pejabat Indo banyak yg mikir perut sndiri, dikorup jd meragukan;02_WTfYvQiE;True;0.0
@EMANG_BOLEH;2025-02-28T11:56:02Z;1;Saya takut nya bakal jadi lapangan baru bagi koruptor aja sih bang;02_WTfYvQiE;True;0.0
@ajisantoso148;2025-02-28T11:09:14Z;0;Bu pertiwi fomo;02_WTfYvQiE;True;0.0
@novaanisa2787;2025-02-28T10:56:54Z;0;Segmen yang bagus banget bang, Semoga games changer ini bener2 bisa dipercaya kedepan;02_WTfYvQiE;True;0.0
@dafybreak;2025-02-28T10:55:55Z;2;tapi agak blunder juga danantara dikelola asing. lebih tepatnya ke orang amrik. tapi indo lebih condong ke BRICS. bakal terjadi pergesekan nanti antara brics dan sosialitanya itu.;02_WTfYvQiE;True;0.0
@daydreamer6428;2025-02-28T10:50:56Z;0;"Malah lebih bingung fer, pertiwi, ibu ibu sosialita.
Harusnya belakang nya dijelasin versi biasa juga, gk perlu pakai perantara";02_WTfYvQiE;True;0.0
@dafybreak;2025-02-28T10:46:53Z;0;udah g pake stiker close the door lg ya bang?;02_WTfYvQiE;True;0.0
@yohanestriwidodo4903;2025-02-28T10:21:36Z;1;Kasian bu pertiwi sekarang, uang yang dikumpulin banyak ditilep sama pembantu anak2 nya🥲;02_WTfYvQiE;True;0.0
@dina4079;2025-02-28T10:20:26Z;0;Bang, apakah Surat Berharga Negara (SBN) dikelola oleh Danantara juga?;02_WTfYvQiE;True;0.0
@Fundamentalis_313;2025-02-28T10:11:29Z;0;Gk ada gunanya kalian ngurusi kyk gni klo kalian gbrani Revolusi;02_WTfYvQiE;True;0.0
@MarselPnjtn;2025-02-28T09:27:29Z;3;btw penanggung jawab dari Danantara ini adalah langsung PRESIDEN RI. jadi kalau terbukti ada yang korupsi. Presiden wajib di adili;02_WTfYvQiE;True;0.0
@yukiih4693;2025-02-28T09:10:37Z;0;gini amat dah punya daddy issue dan sandwich generation;02_WTfYvQiE;True;0.0
@annisanurnafiah1448;2025-02-28T09:10:12Z;0;Manteb banggg;02_WTfYvQiE;True;0.0
@richowahyu9355;2025-02-28T09:06:22Z;0;"Kalo pejabatnya tetap itu""aja bakal sama aja😅";02_WTfYvQiE;True;0.0
@abualfaras;2025-02-28T08:52:03Z;1;DANA MOKONDO;02_WTfYvQiE;True;0.0
@tonymmartin1528;2025-02-28T08:50:32Z;0;"Dulu pernah ada cerita yg sama namanya ""jiwa dan sraya""😂😂😂
"" Bumi dan Putera"" Dan saya salah satu korbannya... 😂😂😂😂";02_WTfYvQiE;True;0.0
@agusbastian5312;2025-02-28T08:39:33Z;0;"Harusnya garuda makan tikus ,ini tikusnya pada jadi pejabat semua 🗿🗿
Kalah sama negara komunis soal hukum mati koruptor";02_WTfYvQiE;True;0.0
@dhiarpraditya7167;2025-02-28T08:37:51Z;0;Sudah tau susunan anggotanya bang? 😂;02_WTfYvQiE;True;0.0
@ristyangelia6022;2025-02-28T08:35:59Z;0;Bang, make over ngapa;02_WTfYvQiE;True;0.0
@JuraganTuri;2025-02-28T08:31:37Z;0;Kami TIDAK PERCAYA sama papa DANA;02_WTfYvQiE;True;0.0
@akhissyaifur2540;2025-02-28T08:30:23Z;0;MAU KORUPSI DI DIANTARA BAYAR POLISI 👮 😂😂😂😂;02_WTfYvQiE;True;0.0
@gilangartyawan8040;2025-02-28T08:29:55Z;0;pesimis.;02_WTfYvQiE;True;0.0
@Tika_1234;2025-02-28T08:14:45Z;0;Makasih Bang, kini aku udah naik kelas dari batita ke balita 🙏;02_WTfYvQiE;True;0.0
@sintadewip3766;2025-02-28T08:12:30Z;0;Suka bahasa lu jelasin bang. Jelas bgt di aku;02_WTfYvQiE;True;2.0
@novalinoeffendi2041;2025-02-28T07:58:51Z;0;sy sebagai anak dari single mom akan menyarankan (melarang) ke mom ga usahlah ada suami baru, klo mom mau ikut ke grup sosialita itu kami anak2 mom bisa kasih uang ke mom lebih banyak.;02_WTfYvQiE;True;0.0
@EkoAnderson;2025-02-28T07:52:22Z;0;Masih ada harapan yg ngelola bapak tiri, gimana klo ibuk tiri, udh GK kebayang dech..;02_WTfYvQiE;True;0.0
@keposumba8442;2025-02-28T07:46:00Z;0;semogA ABANG dana ini  BUKAN brondong mokondo 😀😀😀😀;02_WTfYvQiE;True;0.0
@antoniussetiadi8847;2025-02-28T07:39:36Z;1;"Menjadi Temasek atau 1MDB

Tentukan pilihan anda";02_WTfYvQiE;True;2.0
@miftakhulnuraini3560;2025-02-28T07:29:32Z;0;Yang harus disiapkan saya sbg rakyat menengah jika danantra gagal apa saja bang?;02_WTfYvQiE;True;0.0
@boyboy-xr9uj;2025-02-28T07:10:54Z;0;Dan si dana dulunya pernah membuka persawahan yg tujuannya bisa menyuplai beras disuatu daerah, dan sawah yg diharapkan tumbuh padi ternyta tumbuhnya jagung. Pernah pula si dana memulai bisnis dengan membangun kompleks perumahan dan perkantoran walaupun modalnya kurang, dan walaupun sudah membujuk para pemilik modal ternyata pada tidak mau menanamkan modalnya. Karena banyaknya proyek yg ingin dijalankan oleh si dana padahal tidak punya modal yg cukup, dana punya utang yg sangat banyak, yg sampai sekrgpun belom ada tanda2 mau lunas.;02_WTfYvQiE;True;0.0
@andryanugraha;2025-02-28T07:01:22Z;0;yg jelas modal buat 2029 dan selanjutnya untuk geng Mulyono menguasai negeri ini....;02_WTfYvQiE;True;0.0
@infuderr.h.4478;2025-02-28T06:49:22Z;0;JOKODOK merusaknya sangat parah;02_WTfYvQiE;True;0.0
@melodynatsya-j8s;2025-02-28T06:39:38Z;0;thankyou abangg, i jadi ngerti bgtbgtbgt<3;02_WTfYvQiE;True;0.0
@mangadi5329;2025-02-28T06:36:17Z;0;Lebih banyak resiko, yang paling aman kita kelola sendiri uang kita, mau menghemat atau di putar kembali buat usaha, + masih percaya sama pemerintah?;02_WTfYvQiE;True;0.0
@alifdaffasaputra1246;2025-02-28T06:32:17Z;0;this is indonesia bro, isinya pejabat tamak lengah dikit korupsi miliyaran triliyunan, mau sampe kapanpun dan mau siapapun presidennya selama sistem pemerintahannya tidak dirubah, selamanya akan tetap dilingkungan seperti ini, sudah sudahlah.;02_WTfYvQiE;True;0.0
@romyhendrawan2646;2025-02-28T06:31:07Z;0;Semua tergantung papa Dana,..;02_WTfYvQiE;True;0.0
@Memecreator1991;2025-02-28T06:28:50Z;0;Semoga hubungan bu pertiwi dan pak dana langgeng sampai selama2nya ❤ Amin Ya Allah.;02_WTfYvQiE;True;1.0
@akangkaretachannel9504;2025-02-28T06:25:43Z;1;Keren bang.. Hatur nuhun 👍👍;02_WTfYvQiE;True;1.0
@amin_main6644;2025-02-28T06:20:13Z;0;"Terdengar seperti apa ?? Yakkk all in all in, kalau berhasil yaa gong kalau nggak yaa zonk :') 

Sedangkan rakyat Masih ada yg percaya pemerintah?? Yg kena efisiensi lapisan bawah, karyawan / pekerja, pejabat tinggi nya Masih enjoy"" Dan nyaman"" saja ga ada pemotongan anggaran seperti 😢";02_WTfYvQiE;True;0.0
@yellowcattt_182;2025-02-28T06:18:49Z;0;Danantara sih ok,tapi 'orang-orang' di belekang y yg hmmm penuh keraguan...;02_WTfYvQiE;True;0.0
@dhoMoyuk;2025-02-28T06:17:23Z;0;Selamat datang😂 peluang korup baru😂😂😂;02_WTfYvQiE;True;0.0
@Paul-e9x4h;2025-02-28T06:00:59Z;0;Arah yang terstuktur jelas and baik secara translasional pasti jadi ending yang menterterakan hasil;02_WTfYvQiE;True;0.0
@IputtAe;2025-02-28T05:41:26Z;1;bagus sih bagus tp pihak pengelola nya yg di tentang. knp mantan koruptor dijadiin pengawas danatara? knp ormas agama dijadiin pengelola? konsepnya bagus,hanya saja tidak ditangani oleh ahlinya😅;02_WTfYvQiE;True;2.0
@HermanSaputra-jv7fg;2025-02-28T05:34:57Z;0;Semoga yang tersemogakan menjadi semoga..tapi untuk saat ini kayanya agak meragukan si papa dana ini..;02_WTfYvQiE;True;2.0
@elkisetiyohadi4761;2025-02-28T05:27:51Z;0;Tambah rumit bwang;02_WTfYvQiE;True;0.0
@Riz_Toon;2025-02-28T05:26:37Z;0;sudah ketebak endingnya .;02_WTfYvQiE;True;0.0
@childofficial3440;2025-02-28T05:22:42Z;0;😢😢;02_WTfYvQiE;True;0.0
@fajarputranto7647;2025-02-28T05:10:46Z;0;Jangan sampai kaya mdb1 di malaysia 😢;02_WTfYvQiE;True;0.0
@masyarakatsekitar62;2025-02-28T05:00:49Z;0;"Bahasa bayi = sulit dimengerti kah?
aku baru pertama nonton konten elu bang";02_WTfYvQiE;True;0.0
@theodorus_es;2025-02-28T04:47:17Z;0;"Baru sadar kalau watermark close the door sudah tidak ada.
I think pecah kongsi 
wkwkk
karena 1 pihak udah berubah jadi buzzer pem3r1nt4h";02_WTfYvQiE;True;0.0
@idhanonee5852;2025-02-28T04:38:17Z;0;Ya Allah ngueriii nya ya Allah🥺;02_WTfYvQiE;True;0.0
@missmedhok3422;2025-02-28T04:29:25Z;0;Sip;02_WTfYvQiE;True;0.0
@omrisilalahi2159;2025-02-28T04:18:29Z;0;Kita lihat dalam beberapa tahun kedepan endingnya.;02_WTfYvQiE;True;0.0
@spidermankocak03;2025-02-28T04:17:23Z;0;𝟐𝟓𝐊𝐁𝐄𝐓 IDOLAKU;02_WTfYvQiE;True;3.0
@MerrillBrinkley;2025-02-28T04:14:57Z;0;𝟐𝟓𝐊𝐁𝐄𝐓 SITUS PEMERSATU BANGSA;02_WTfYvQiE;True;3.0
@DandiAlways-u6c;2025-02-28T04:13:24Z;0;𝟐𝟓𝐊𝐁𝐄𝐓 TERBAIK;02_WTfYvQiE;True;3.0
@Spidermankocak02;2025-02-28T04:13:10Z;0;SITUS TERGACOR 2025 YA DI 𝟐𝟓𝐊𝐁𝐄𝐓;02_WTfYvQiE;True;3.0
@spidermankocak01;2025-02-28T04:11:32Z;0;BJIRR WD 23JUTA CAIR DI 25BET;02_WTfYvQiE;True;3.0
@LindseyGilley;2025-02-28T04:10:49Z;0;𝟐𝟓𝐊𝐁𝐄𝐓 RAJANYA PERKALIAN X1000;02_WTfYvQiE;True;3.0
@ArhanRemoi;2025-02-28T04:10:30Z;0;MAIN HARI INI MENANG HARI INI JUGA DI 𝟐𝟓𝐊𝐁𝐄𝐓;02_WTfYvQiE;True;3.0
@QuintonEggleston;2025-02-28T04:10:18Z;0;𝟐𝟓𝐊𝐁𝐄𝐓 SITUS RESMI KOMDIGI;02_WTfYvQiE;True;3.0
@AdminTevi;2025-02-28T03:56:18Z;0;Masih ingat nggak berita papa minta saham? 😂 jangan jangan di Danantara nanti ada juga yg minta saham😂😂;02_WTfYvQiE;True;0.0
@sardiansyahasadullah5496;2025-02-28T03:56:05Z;0;Penjelasannya keren.;02_WTfYvQiE;True;2.0
@wuaka5859;2025-02-28T03:51:40Z;0;Mama lagi nguping hal yang mengerikan mungkin, gak mungkin mama se panik ini.;02_WTfYvQiE;True;0.0
@SumiShumita;2025-02-28T03:51:07Z;0;Waduh, jujur saya sangat pesimis dengan dongeng tsb, bisa jadi diakhiri episode kisahnya sangatsangat menyedihkan😂;02_WTfYvQiE;True;0.0
@rofiqmuaifin6846;2025-02-28T03:37:06Z;0;Apakah ibu-ibu sosialita yang dimaksud adalah ibu-ibu BRICS? 🤔;02_WTfYvQiE;True;0.0
@ardialisa;2025-02-28T03:28:48Z;1;Keren banget. Thank you!! All makes sense. Dan memvalidasi kekhawatiran masyarakat akan Danantara ini. Somehow semakin sakit perut melihat para pejabat danantara.;02_WTfYvQiE;True;0.0
@mlnrmdhn250;2025-02-28T03:27:27Z;1;"harusnya sih kalo ngikut dari swf lain, kalo mereka itu targetnya bukan di pertumbuhan ekonomi secara langsung yang naik, tapi di kestabilan ekonomi mereka terhadap global maupun domestik... kalau baca baca lagi SWF biasanya perannya memang lebih menjaga kestabilan ekonomi sebuah negara... kalo indonesia atau danantara mempunyai target untuk pertumbuhan ekonomi secara langsung harusnya nggak tepat...

tapi itu kejauhan sih... pertama di kepercayaan-nya dulu... wkwkwkwk";02_WTfYvQiE;True;0.0
@dimasandraap8839;2025-02-28T03:25:13Z;0;Sepertinya masyarakat skeptis dengan program2 pemerintah dan mulai luntur rasa kepercayaan masyarakat terhadap pemerintah 😢 semoga baik2 saja Indonesia ku😢;02_WTfYvQiE;True;0.0
@syifadindatrisetiyani5161;2025-02-28T03:23:20Z;0;kakkk kerenn lanjutinnn plisss yaa segmen nyaaa;02_WTfYvQiE;True;0.0
@tiyowprasetyo;2025-02-28T03:12:02Z;0;Ibu Pertiwi dan anak-anaknya, ada Garuda, Krakatau.. 😂😂 Nice analogy bro;02_WTfYvQiE;True;0.0
@MirzaReza-w7e;2025-02-28T03:11:51Z;0;"Apa bisa seperti Temasek Singapura ?
jangan-jangan seperti skandal 1MdB Malaysia ?
buktinya :
1. Investasi ASABRI : RUGI
2. Investasi JIWASRAYA : RUGI
3. Investasi BPJS : RUGI
4. Investasi DANANTARA ?";02_WTfYvQiE;True;0.0
@MirzaReza-w7e;2025-02-28T03:07:45Z;0;Apa bisa seperti Temasek Singaapura ?;02_WTfYvQiE;True;0.0
@riska1699;2025-02-28T03:04:46Z;0;Kalo dipikir pikir, pertiwi nih kaya gen x yang ga ngerti teknologi tapi mau nyoba judol sama pinjol, meskipun harus ngirit idupnya😂;02_WTfYvQiE;True;0.0
@MasJack-hf8sw;2025-02-28T03:02:11Z;0;langkah awal mengumpulkan para penggarong..;02_WTfYvQiE;True;0.0
@punchfrank3676;2025-02-28T02:47:47Z;0;masalahnya ga ada yg kompeten di konoha bang, yg kompeten disingkirin;02_WTfYvQiE;True;0.0
@rayhanlubis-zt8xz;2025-02-28T02:37:11Z;0;jikalau berakhir bad ending gatau deh akan seburuk apa dampaknya, mengingat saat ini saja keadaannya sudah cukup buruk semasa peninggalan almarhum suami pertiwi, but ya bener kata bang ferry ini game changer buat Pertiwi. High risk high return;02_WTfYvQiE;True;0.0
@BackupErick;2025-02-28T02:28:09Z;0;Bisa ga sih , khusus projek danantara yang korupsi di hukum mat!;02_WTfYvQiE;True;0.0
@jalankelokasi;2025-02-28T02:07:33Z;0;Gengs koruptor semuanya..;02_WTfYvQiE;True;0.0
@jokosubandriyo317;2025-02-28T01:43:20Z;0;Ini kan kongruen dengan kasus2 investasi bodong, cuma skala yang berbeda. Semua tawaran investasi selalu indah dalam menghitung keuntungan, tapi banyak yang lengah dalam menghitung risiko. Karena menghitung keuntungan itu jauh lebih mudah dari pada memperhitungkan risiko yang sangat kompleks dan banyak ketidakpastian.;02_WTfYvQiE;True;0.0
@soemarsonosoem480;2025-02-28T01:36:51Z;0;Jaman Mulyono ada Penista Agama jadi Komisaris Utama BUMN dan Pemain Band (Gitaris) jadi Komisaris BUMN, kini Jaman Jenderal Omdo, Finalis Dunia versi OOCRP ada di Danantara....Ajurrr3x...😇;02_WTfYvQiE;True;0.0
@SanjiALHasyim;2025-02-28T01:35:58Z;0;Masih Khawatir potensi Korupsi😢;02_WTfYvQiE;True;0.0
@FaisalA-j7f;2025-02-28T01:29:17Z;0;sebeneernya si pertiwi ini agak bucin.. Padahal si Papa Dana mantan penjahat yang udah pernah nusuk si pertiwi dari belakang, sekarang malah di nikahin;02_WTfYvQiE;True;0.0
@RiskyRight;2025-02-28T01:22:32Z;0;"Kemungkinan korupsinya gak gede sih. 
Mungkin cuma 99%.
Kita sebagai rakyat yg baik, harus optimis pada 1% potensi tidak korupsi.";02_WTfYvQiE;True;0.0
@SS-ug5qh;2025-02-28T01:19:45Z;0;Next bahas bayi pertamax oplosan apakah miras oplosan;02_WTfYvQiE;True;0.0
@stevecheimmanuel6870;2025-02-28T01:18:47Z;0;China🇨🇳 Menjadi Negara Maju Karena Berani Melakukan Hukuman Mati Bagi Koruptor & Penyitaan Aset Hasil Korupsi (Dimiskinkan) .... Klo Indonesia🇮🇩 Ingin Pengelolaan Dananya Benar-benar  Berhasil Tirulah China🇨🇳, Klo Pemerintah  Belum Mau, Rakyat Jangan Mau Juga😂;02_WTfYvQiE;True;2.0
